delivery_id,delivery_partner,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_cost,sla_expected_hours,delivery_rating,effective_speed_kmph,weather_factor,base_travel_time_hours,actual_delivery_time_hours,delay_hours,sla_breach_flag,cost_per_km,weight_cost_ratio,delay_bucket,sla_breach,cost_leakage_flag,
DEL7607,ekart,bike,two day,south,hot,99.9,25.24,575.22,17,5,35,0.8,3.57,4.34,0,0,5.76,22.79,On Time,On Time,0,
DEL7608,fedex,van,same day,central,foggy,261.4,38.99,1523.97,6,2,45,0.65,8.94,13.91,7.91,1,5.83,39.09,SLA Breach,Breach,0,
DEL7609,blue dart,ev van,two day,south,rainy,140,46.49,839.47,17,3,40,0.75,4.67,6.32,0,0,6,18.06,On Time,On Time,0,
DEL7610,ekart,ev van,same day,west,foggy,246.7,17,1384.5,6,2,40,0.65,9.49,14,8,1,5.61,81.44,SLA Breach,Breach,0,
DEL7611,delhivery,bike,express,north,cold,182.6,27.09,1044.27,10,4,35,0.8,6.52,9.39,0,0,5.72,38.55,On Time,On Time,0,
DEL7612,delhivery,truck,two day,south,foggy,146.5,17.44,784.82,17,5,38,0.65,5.93,8.8,0,0,5.36,45,On Time,On Time,0,
DEL7613,blue dart,ev van,express,north,rainy,201.8,30.25,1149.75,10,3,40,0.75,6.73,10.96,0.96,1,5.7,38.01,Operational Variance,Breach,0,
DEL7614,fedex,ev bike,two day,south,cold,3.6,3.64,95.6674,16,5,30,0.8,0.15,0.97,0,0,26.57,26.28,On Time,On Time,1,
DEL7615,shadowfax,bike,same day,east,clear,162.9,2.95,923.35,6,5,35,1,4.65,7.52,1.52,1,5.67,313,SLA Risk,Breach,0,
DEL7616,amazon logistics,van,standard,central,rainy,58,28.8,376.4,17,5,45,0.75,1.72,3.4,0,0,6.49,13.07,On Time,On Time,0,
DEL7617,shadowfax,ev bike,standard,north,stormy,235.3,17.52,1229.06,18,3,30,0.8,9.8,12.02,0,0,5.22,70.15,On Time,On Time,0,
DEL7618,shadowfax,ev van,two day,east,stormy,260,21.21,1363.63,18,4,40,0.8,8.13,10.83,0,0,5.24,64.29,On Time,On Time,0,
DEL7619,ecom express,scooter,two day,north,foggy,224.5,24.39,1195.67,18,5,40,0.65,8.63,12.65,0,0,5.33,49.02,On Time,On Time,0,
DEL7620,ekart,scooter,standard,north,foggy,281.7,22.1,1474.8,18,4,40,0.65,10.83,15.45,0,0,5.24,66.73,On Time,On Time,0,
DEL7621,amazon logistics,scooter,standard,north,hot,44,7.53,242.59,16,3,40,0.8,1.38,1.63,0,0,5.51,32.22,On Time,On Time,0,
DEL7622,ecom express,ev van,express,east,clear,66.1,46.45,519.85,9,2,40,1,1.65,1.96,0,0,7.86,11.19,On Time,On Time,0,
DEL7623,shadowfax,scooter,same day,west,stormy,214,9.16,1197.48,6,3,40,0.8,6.69,9.3,3.3,1,5.6,130.73,SLA Breach,Breach,0,
DEL7624,amazon logistics,van,express,south,hot,42,17.77,313.31,8,2,45,0.8,1.17,1.29,0,0,7.46,17.63,On Time,On Time,0,
DEL7625,blue dart,bike,standard,west,rainy,153.6,22.21,834.63,18,3,35,0.75,5.85,10.29,0,0,5.43,37.58,On Time,On Time,0,
DEL7626,amazon logistics,ev van,same day,east,hot,205.4,35.04,1232.12,6,3,40,0.8,6.42,8.47,2.47,1,6,35.16,SLA Risk,Breach,0,
DEL7627,shadowfax,bike,same day,west,stormy,63.7,5.42,434.76,5,2,35,0.8,2.28,2.33,0,0,6.83,80.21,On Time,On Time,0,
DEL7628,blue dart,truck,same day,east,foggy,121.1,12.5,743,5,5,38,0.65,4.9,7.35,2.35,1,6.14,59.44,SLA Risk,Breach,0,
DEL7629,delhivery,bike,two day,central,cold,243.4,42.28,1343.84,18,3,35,0.8,8.69,11.28,0,0,5.52,31.78,On Time,On Time,0,
DEL7630,xpressbees,van,express,west,clear,109.5,32.87,696.11,9,4,45,1,2.43,3.28,0,0,6.36,21.18,On Time,On Time,0,
DEL7631,dhl,truck,same day,central,rainy,207.5,1.44,1141.82,6,3,38,0.75,7.28,11.46,5.46,1,5.5,792.93,SLA Breach,Breach,0,
DEL7632,ekart,ev bike,express,central,hot,285.9,36.58,1589.24,10,4,30,0.8,11.91,14.58,4.58,1,5.56,43.45,SLA Breach,Breach,0,
DEL7633,dhl,truck,two day,south,clear,229.3,18.08,1200.74,18,3,38,1,6.03,8.89,0,0,5.24,66.41,On Time,On Time,0,
DEL7634,ecom express,van,express,south,clear,238.5,39.41,1360.73,10,3,45,1,5.3,8.03,0,0,5.71,34.53,On Time,On Time,0,
DEL7635,dhl,scooter,express,south,cold,95.1,5.45,541.85,9,3,40,0.8,2.97,3.49,0,0,5.7,99.42,On Time,On Time,0,
DEL7636,delhivery,ev bike,same day,west,clear,51.2,19.19,413.57,5,5,30,1,1.71,2.4,0,0,8.08,21.55,On Time,On Time,0,
DEL7637,ekart,ev bike,express,east,cold,222.7,24.02,1235.56,10,3,30,0.8,9.28,11.87,1.87,1,5.55,51.44,SLA Risk,Breach,0,
DEL7638,blue dart,ev bike,express,east,hot,134.2,45.04,856.12,9,1,30,0.8,5.59,6.17,0,0,6.38,19.01,On Time,On Time,0,
DEL7639,xpressbees,ev bike,two day,north,cold,208.4,47.48,1184.44,18,5,30,0.8,8.68,11.11,0,0,5.68,24.95,On Time,On Time,0,
DEL7640,amazon logistics,scooter,standard,east,clear,92.4,21.51,526.53,17,4,40,1,2.31,3.14,0,0,5.7,24.48,On Time,On Time,0,
DEL7641,amazon logistics,ev van,standard,north,rainy,63.4,26.74,397.22,17,5,40,0.75,2.11,3.77,0,0,6.27,14.85,On Time,On Time,0,
DEL7642,shadowfax,ev van,two day,central,rainy,151.1,20.95,818.35,18,5,40,0.75,5.04,9.52,0,0,5.42,39.06,On Time,On Time,0,
DEL7643,xpressbees,van,express,central,hot,35.5,12.7,265.6,8,5,45,0.8,0.99,1.67,0,0,7.48,20.91,On Time,On Time,0,
DEL7644,dhl,scooter,two day,north,rainy,169.9,17.7,902.6,18,4,40,0.75,5.66,9.63,0,0,5.31,50.99,On Time,On Time,0,
DEL7645,shadowfax,van,same day,east,rainy,74.1,41.79,595.87,5,5,45,0.75,2.2,4.63,0,0,8.04,14.26,On Time,On Time,0,
DEL7646,delhivery,van,standard,west,stormy,45.7,43.31,358.43,16,5,45,0.8,1.27,1.74,0,0,7.84,8.28,On Time,On Time,0,
DEL7647,fedex,ev van,standard,east,stormy,144.6,41.17,846.51,17,4,40,0.8,4.52,4.64,0,0,5.85,20.56,On Time,On Time,0,
DEL7648,shadowfax,scooter,two day,north,foggy,177.3,0.67,887.37,18,4,40,0.65,6.82,11.37,0,0,5,1324.43,On Time,On Time,0,
DEL7649,delhivery,ev van,two day,west,clear,238.5,17.85,1246.05,18,4,40,1,5.96,8.11,0,0,5.22,69.81,On Time,On Time,0,
DEL7650,fedex,scooter,express,central,foggy,86.2,34.02,583.06,9,3,40,0.65,3.32,5.66,0,0,6.76,17.14,On Time,On Time,0,
DEL7651,xpressbees,ev van,express,central,foggy,172.8,49,1061,10,2,40,0.65,6.65,11.65,1.65,1,6.14,21.65,SLA Risk,Breach,0,
DEL7652,dhl,ev van,two day,south,stormy,174.8,1.84,879.52,18,5,40,0.8,5.46,7.93,0,0,5.03,478,On Time,On Time,0,
DEL7653,fedex,truck,standard,central,cold,50.8,1.97,259.91,17,3,38,0.8,1.67,1.69,0,0,5.12,131.93,On Time,On Time,0,
DEL7654,ekart,bike,same day,central,foggy,7,8.22,159.66,4,5,35,0.65,0.31,2.44,0,0,22.81,19.42,On Time,On Time,1,
DEL7655,ekart,truck,express,central,clear,182.3,47.14,1102.92,10,3,38,1,4.8,7.75,0,0,6.05,23.4,On Time,On Time,0,
DEL7656,blue dart,ev van,two day,central,clear,162,20.68,872.04,18,3,40,1,4.05,7.01,0,0,5.38,42.17,On Time,On Time,0,
DEL7657,ekart,ev van,express,south,clear,284.2,17.43,1523.29,10,2,40,1,7.11,9.6,0,0,5.36,87.39,On Time,On Time,0,
DEL7658,amazon logistics,van,express,east,cold,179.9,21.93,1015.29,10,2,45,0.8,5,7.72,0,0,5.64,46.3,On Time,On Time,0,
DEL7659,ecom express,van,same day,west,stormy,60.8,5.95,421.85,5,5,45,0.8,1.69,2.13,0,0,6.94,70.9,On Time,On Time,0,
DEL7660,shadowfax,van,same day,central,rainy,223.4,42.26,1343.78,6,3,45,0.75,6.62,10.14,4.14,1,6.02,31.8,SLA Breach,Breach,0,
DEL7661,shadowfax,scooter,standard,north,hot,7.5,24.3,110.4,16,4,40,0.8,0.23,0.49,0,0,14.72,4.54,On Time,On Time,1,
DEL7662,shadowfax,truck,standard,north,cold,211.6,24.52,1131.56,18,3,38,0.8,6.96,9.06,0,0,5.35,46.15,On Time,On Time,0,
DEL7663,fedex,ev van,two day,central,foggy,244,40.17,1340.51,18,4,40,0.65,9.38,13.71,0,0,5.49,33.37,On Time,On Time,0,
DEL7664,dhl,scooter,two day,west,hot,51.9,9.2,287.1,17,4,40,0.8,1.62,1.78,0,0,5.53,31.21,On Time,On Time,0,
DEL7665,shadowfax,ev van,standard,south,hot,83.1,13.44,455.82,17,4,40,0.8,2.6,3.3,0,0,5.49,33.92,On Time,On Time,0,
DEL7666,amazon logistics,bike,same day,central,rainy,29.8,14.98,293.94,4,5,35,0.75,1.14,3.4,0,0,9.86,19.62,On Time,On Time,1,
DEL7667,dhl,bike,express,south,cold,59.9,13.57,390.21,9,3,35,0.8,2.14,2.18,0,0,6.51,28.76,On Time,On Time,0,
DEL7668,shadowfax,ev van,express,west,cold,76.4,17.39,484.17,9,4,40,0.8,2.39,2.57,0,0,6.34,27.84,On Time,On Time,0,
DEL7669,fedex,bike,same day,central,hot,84.7,38.09,637.77,5,3,35,0.8,3.03,3.75,0,0,7.53,16.74,On Time,On Time,0,
DEL7670,ekart,van,same day,central,cold,137.6,42.17,914.51,5,4,45,0.8,3.82,4.51,0,0,6.65,21.69,On Time,On Time,0,
DEL7671,ekart,ev van,express,west,foggy,283.6,5.09,1483.27,10,3,40,0.65,10.91,15.28,5.28,1,5.23,291.41,SLA Breach,Breach,0,
DEL7672,delhivery,van,two day,east,hot,22.9,2.19,121.07,16,5,45,0.8,0.64,1.18,0,0,5.29,55.28,On Time,On Time,0,
DEL7673,dhl,scooter,same day,south,stormy,102.9,10.82,646.96,5,2,40,0.8,3.22,3.35,0,0,6.29,59.79,On Time,On Time,0,
DEL7674,xpressbees,bike,two day,north,stormy,66.4,44.71,466.13,17,3,35,0.8,2.37,2.87,0,0,7.02,10.43,On Time,On Time,0,
DEL7675,xpressbees,ev bike,same day,north,rainy,226.3,11.98,1267.44,6,2,30,0.75,10.06,13.57,7.57,1,5.6,105.8,SLA Breach,Breach,0,
DEL7676,ecom express,scooter,express,north,foggy,280.5,40.82,1574.96,10,1,40,0.65,10.79,15.21,5.21,1,5.61,38.58,SLA Breach,Breach,0,
DEL7677,delhivery,bike,express,east,clear,130.6,4.9,717.7,9,4,35,1,3.73,4.39,0,0,5.5,146.47,On Time,On Time,0,
DEL7678,xpressbees,van,standard,south,foggy,270.3,9.45,1379.85,18,4,45,0.65,9.24,13.61,0,0,5.1,146.02,On Time,On Time,0,
DEL7679,amazon logistics,scooter,same day,east,clear,257.3,21.09,1449.77,6,2,40,1,6.43,9.42,3.42,1,5.63,68.74,SLA Breach,Breach,0,
DEL7680,dhl,ev van,same day,east,stormy,107.9,31.37,733.61,5,2,40,0.8,3.37,4.22,0,0,6.8,23.39,On Time,On Time,0,
DEL7681,ekart,ev bike,two day,west,foggy,31.6,23.73,229.19,16,4,30,0.65,1.62,4.12,0,0,7.25,9.66,On Time,On Time,0,
DEL7682,dhl,ev van,express,north,clear,290.9,10.56,1536.18,10,5,40,1,7.27,9.52,0,0,5.28,145.47,On Time,On Time,0,
DEL7683,xpressbees,ev van,standard,north,rainy,243.1,7.37,1237.61,18,5,40,0.75,8.1,12.26,0,0,5.09,167.93,On Time,On Time,0,
DEL7684,amazon logistics,ev van,two day,north,cold,215.9,15.79,1126.87,18,3,40,0.8,6.75,9.47,0,0,5.22,71.37,On Time,On Time,0,
DEL7685,shadowfax,truck,same day,west,clear,133.2,34,868,5,5,38,1,3.51,3.89,0,0,6.52,25.53,On Time,On Time,0,
DEL7686,fedex,scooter,standard,central,rainy,64.1,3.06,329.68,17,5,40,0.75,2.14,4.17,0,0,5.14,107.74,On Time,On Time,0,
DEL7687,shadowfax,bike,express,south,foggy,101.5,49.52,706.57,9,2,35,0.65,4.46,6.75,0,0,6.96,14.27,On Time,On Time,0,
DEL7688,delhivery,bike,two day,north,hot,138.4,9.68,721.04,17,4,35,0.8,4.94,5.33,0,0,5.21,74.49,On Time,On Time,0,
DEL7689,shadowfax,scooter,two day,central,cold,188.8,33.08,1043.24,18,5,40,0.8,5.9,8.6,0,0,5.53,31.54,On Time,On Time,0,
DEL7690,delhivery,ev van,same day,south,hot,34.8,33.69,375.07,4,4,40,0.8,1.09,1.36,0,0,10.78,11.13,On Time,On Time,1,
DEL7691,ecom express,scooter,standard,west,clear,214.9,30.45,1165.85,18,5,40,1,5.37,7.81,0,0,5.43,38.29,On Time,On Time,0,
DEL7692,ecom express,bike,same day,central,foggy,218.5,21.34,1256.52,6,4,35,0.65,9.6,14.09,8.09,1,5.75,58.88,SLA Breach,Breach,0,
DEL7693,fedex,ev van,standard,central,cold,296.8,17.98,1537.94,18,5,40,0.8,9.28,12.11,0,0,5.18,85.54,On Time,On Time,0,
DEL7694,dhl,van,express,south,hot,233.8,2.48,1226.44,10,2,45,0.8,6.49,8.91,0,0,5.25,494.53,On Time,On Time,0,
DEL7695,xpressbees,van,express,north,clear,297,20.47,1596.41,10,4,45,1,6.6,9.29,0,0,5.38,77.99,On Time,On Time,0,
DEL7696,shadowfax,scooter,two day,east,foggy,20.1,14.68,144.54,16,4,40,0.65,0.77,3.56,0,0,7.19,9.85,On Time,On Time,0,
DEL7697,xpressbees,ev van,same day,central,foggy,278.7,21.08,1556.74,6,3,40,0.65,10.72,15.09,9.09,1,5.59,73.85,SLA Breach,Breach,0,
DEL7698,fedex,van,express,east,rainy,239.5,33.67,1348.51,10,2,45,0.75,7.1,11.17,1.17,1,5.63,40.05,SLA Risk,Breach,0,
DEL7699,ekart,ev van,standard,central,cold,170.4,17.55,904.65,18,5,40,0.8,5.33,7.55,0,0,5.31,51.55,On Time,On Time,0,
DEL7700,delhivery,ev van,standard,central,hot,106.6,26.57,612.71,17,5,40,0.8,3.33,4.08,0,0,5.75,23.06,On Time,On Time,0,
DEL7701,ekart,van,two day,east,clear,44.2,47.57,363.71,16,5,45,1,0.98,1.97,0,0,8.23,7.65,On Time,On Time,0,
DEL7702,fedex,ev bike,same day,central,rainy,21.5,7.24,229.22,4,4,30,0.75,0.96,2.58,0,0,10.66,31.66,On Time,On Time,1,
DEL7703,dhl,bike,express,central,stormy,108.6,42.57,720.71,9,2,35,0.8,3.88,4.58,0,0,6.64,16.93,On Time,On Time,0,
DEL7704,fedex,ev bike,two day,west,hot,123.6,13.76,659.28,17,4,30,0.8,5.15,5.5,0,0,5.33,47.91,On Time,On Time,0,
DEL7705,ekart,ev van,two day,west,hot,227.5,23.73,1208.69,18,4,40,0.8,7.11,9.81,0,0,5.31,50.94,On Time,On Time,0,
DEL7706,ecom express,scooter,standard,east,cold,77.4,9.26,414.78,17,4,40,0.8,2.42,2.8,0,0,5.36,44.79,On Time,On Time,0,
DEL7707,dhl,bike,two day,central,stormy,84.5,10.74,454.72,17,5,35,0.8,3.02,3.05,0,0,5.38,42.34,On Time,On Time,0,
DEL7708,amazon logistics,bike,standard,south,rainy,56.2,6.17,299.51,17,4,35,0.75,2.14,4.13,0,0,5.33,48.54,On Time,On Time,0,
DEL7709,dhl,ev van,two day,west,clear,285.4,18.23,1481.69,18,4,40,1,7.14,9.41,0,0,5.19,81.28,On Time,On Time,0,
DEL7710,dhl,scooter,same day,central,clear,45.7,7.24,350.22,4,5,40,1,1.14,1.83,0,0,7.66,48.37,On Time,On Time,0,
DEL7711,shadowfax,van,same day,central,stormy,158,24.62,963.86,6,2,45,0.8,4.39,7.31,1.31,1,6.1,39.15,SLA Risk,Breach,0,
DEL7712,ekart,van,standard,central,stormy,108.3,43.13,670.89,17,5,45,0.8,3.01,3.49,0,0,6.19,15.56,On Time,On Time,0,
DEL7713,blue dart,scooter,same day,north,clear,170.8,43.54,1084.62,6,5,40,1,4.27,6.83,0.83,1,6.35,24.91,Operational Variance,Breach,0,
DEL7714,dhl,bike,two day,central,foggy,3.7,45.51,155.03,16,5,35,0.65,0.16,2.54,0,0,41.9,3.41,On Time,On Time,1,
DEL7715,amazon logistics,van,two day,north,foggy,258.4,23.75,1363.25,18,4,45,0.65,8.83,13.68,0,0,5.28,57.4,On Time,On Time,0,
DEL7716,blue dart,ev van,two day,south,foggy,121.5,2.37,614.61,17,5,40,0.65,4.67,7.13,0,0,5.06,259.33,On Time,On Time,0,
DEL7717,dhl,van,standard,east,rainy,79,25.59,471.77,17,3,45,0.75,2.34,3.87,0,0,5.97,18.44,On Time,On Time,0,
DEL7718,xpressbees,ev bike,express,north,rainy,94.5,22.47,589.91,9,1,30,0.75,4.2,6.05,0,0,6.24,26.25,On Time,On Time,0,
DEL7719,xpressbees,ev bike,two day,west,hot,290.4,49.41,1600.23,18,4,30,0.8,12.1,14.22,0,0,5.51,32.39,On Time,On Time,0,
DEL7720,dhl,ev bike,express,central,hot,111.2,23.52,676.56,9,1,30,0.8,4.63,4.91,0,0,6.08,28.77,On Time,On Time,0,
DEL7721,delhivery,truck,same day,south,hot,141.6,36.41,917.23,5,4,38,0.8,4.66,4.78,0,0,6.48,25.19,On Time,On Time,0,
DEL7722,delhivery,van,standard,south,cold,259.3,49.14,1443.92,18,4,45,0.8,7.2,9.58,0,0,5.57,29.38,On Time,On Time,0,
DEL7723,fedex,scooter,two day,east,rainy,297.1,34.5,1596.5,18,4,40,0.75,9.9,13.41,0,0,5.37,46.28,On Time,On Time,0,
DEL7724,amazon logistics,scooter,express,north,foggy,292,43.16,1632.7206,10,2,40,0.65,11.23,16.03,6.03,1,5.59,37.83,SLA Breach,Breach,0,
DEL7725,delhivery,truck,express,north,stormy,41.2,48.39,401.17,8,3,38,0.8,1.36,1.59,0,0,9.74,8.29,On Time,On Time,1,
DEL7726,amazon logistics,van,two day,central,stormy,167.8,42.25,965.75,18,5,45,0.8,4.66,7,0,0,5.76,22.86,On Time,On Time,0,
DEL7727,xpressbees,van,same day,central,hot,180,36.66,1109.98,6,3,45,0.8,5,7.83,1.83,1,6.17,30.28,SLA Risk,Breach,0,
DEL7728,delhivery,van,express,east,cold,235.1,18.83,1281.99,10,3,45,0.8,6.53,9.12,0,0,5.45,68.08,On Time,On Time,0,
DEL7729,dhl,ev van,express,west,foggy,145.9,32.44,876.82,9,2,40,0.65,5.61,7.84,0,0,6.01,27.03,On Time,On Time,0,
DEL7730,blue dart,truck,same day,north,stormy,141.9,49.52,958.39,5,2,38,0.8,4.67,5.42,0.42,1,6.75,19.35,Operational Variance,Breach,0,
DEL7731,ecom express,ev van,express,north,cold,108.5,16.79,642.87,9,5,40,0.8,3.39,3.93,0,0,5.93,38.29,On Time,On Time,0,
DEL7732,fedex,ev van,standard,central,stormy,219.5,12.2,1134.1,18,3,40,0.8,6.86,9.85,0,0,5.17,92.96,On Time,On Time,0,
DEL7733,ekart,truck,express,north,rainy,196.6,38.52,1148.56,10,3,38,0.75,6.9,10.98,0.98,1,5.84,29.82,Operational Variance,Breach,0,
DEL7734,ekart,bike,express,west,hot,295.3,3.51,1537.03,10,2,35,0.8,10.55,13.41,3.41,1,5.2,437.9,SLA Breach,Breach,0,
DEL7735,shadowfax,ev van,same day,central,clear,176.5,35.28,1088.34,6,4,40,1,4.41,7.37,1.37,1,6.17,30.85,SLA Risk,Breach,0,
DEL7736,delhivery,van,same day,west,hot,275.8,30.83,1571.49,6,4,45,0.8,7.66,10.49,4.49,1,5.7,50.97,SLA Breach,Breach,0,
DEL7737,ekart,van,standard,south,clear,290.2,30.03,1541.09,18,4,45,1,6.45,8.69,0,0,5.31,51.32,On Time,On Time,0,
DEL7738,blue dart,van,standard,east,rainy,12.1,19.42,118.76,16,5,45,0.75,0.36,2.39,0,0,9.81,6.12,On Time,On Time,1,
DEL7739,shadowfax,bike,two day,west,cold,12.3,2.72,95.6674,16,4,35,0.8,0.44,1.35,0,0,7.78,35.17,On Time,On Time,0,
DEL7740,xpressbees,truck,two day,east,rainy,294.6,30.67,1565.01,18,3,38,0.75,10.34,14.67,0,0,5.31,51.03,On Time,On Time,0,
DEL7741,fedex,bike,two day,central,stormy,180.2,13.86,942.58,18,4,35,0.8,6.44,8.61,0,0,5.23,68.01,On Time,On Time,0,
DEL7742,blue dart,ev bike,same day,north,foggy,85.7,25.1,603.8,5,5,30,0.65,4.39,6.69,1.69,1,7.05,24.06,SLA Risk,Breach,0,
DEL7743,dhl,ev van,two day,central,clear,133,32.83,763.49,17,5,40,1,3.33,3.7,0,0,5.74,23.26,On Time,On Time,0,
DEL7744,amazon logistics,van,same day,central,stormy,133.6,11.2,801.6,5,1,45,0.8,3.71,3.96,0,0,6,71.57,On Time,On Time,0,
DEL7745,blue dart,van,two day,north,foggy,32.1,6.91,181.23,16,3,45,0.65,1.1,3.65,0,0,5.65,26.23,On Time,On Time,0,
DEL7746,blue dart,ev bike,two day,east,cold,273.3,14.09,1408.77,18,4,30,0.8,11.39,14.31,0,0,5.15,99.98,On Time,On Time,0,
DEL7747,blue dart,ev van,express,west,rainy,97.1,31.73,630.69,9,1,40,0.75,3.24,4.89,0,0,6.5,19.88,On Time,On Time,0,
DEL7748,amazon logistics,bike,standard,central,stormy,165.1,36.44,934.82,18,3,35,0.8,5.9,8.56,0,0,5.66,25.65,On Time,On Time,0,
DEL7749,blue dart,van,two day,central,cold,261,3.34,1315.02,18,4,45,0.8,7.25,10.22,0,0,5.04,393.72,On Time,On Time,0,
DEL7750,shadowfax,scooter,two day,east,foggy,266.9,14.13,1376.89,18,5,40,0.65,10.27,14.6,0,0,5.16,97.44,On Time,On Time,0,
DEL7751,ecom express,bike,express,north,foggy,56.9,47.08,475.74,9,3,35,0.65,2.5,5.03,0,0,8.36,10.1,On Time,On Time,0,
DEL7752,shadowfax,bike,two day,central,foggy,51.6,8.12,282.36,17,5,35,0.65,2.27,4.68,0,0,5.47,34.77,On Time,On Time,0,
DEL7753,dhl,truck,standard,west,clear,42.3,45.46,347.88,16,4,38,1,1.11,1.43,0,0,8.22,7.65,On Time,On Time,0,
DEL7754,blue dart,ev bike,two day,east,hot,71,0.67,356.83,17,3,30,0.8,2.96,3.02,0,0,5.03,532.58,On Time,On Time,0,
DEL7755,delhivery,truck,standard,west,clear,96.6,27.61,565.83,17,4,38,1,2.54,2.58,0,0,5.86,20.49,On Time,On Time,0,
DEL7756,blue dart,scooter,standard,north,hot,218.6,42.64,1220.92,18,5,40,0.8,6.83,9.12,0,0,5.59,28.63,On Time,On Time,0,
DEL7757,ecom express,van,standard,north,stormy,46.4,47.22,373.66,16,5,45,0.8,1.29,2.03,0,0,8.05,7.91,On Time,On Time,0,
DEL7758,blue dart,ev van,standard,east,clear,65.9,22.33,396.49,17,5,40,1,1.65,1.93,0,0,6.02,17.76,On Time,On Time,0,
DEL7759,delhivery,ev van,standard,south,clear,113.9,48.26,714.28,17,4,40,1,2.85,3.11,0,0,6.27,14.8,On Time,On Time,0,
DEL7760,amazon logistics,bike,express,north,clear,8,48.77,236.31,8,4,35,1,0.23,0.79,0,0,29.54,4.85,On Time,On Time,1,
DEL7761,dhl,truck,express,south,cold,76.3,11.76,466.78,9,1,38,0.8,2.51,3.02,0,0,6.12,39.69,On Time,On Time,0,
DEL7762,dhl,truck,express,east,clear,139.9,2.72,757.66,9,3,38,1,3.68,4.18,0,0,5.42,278.55,On Time,On Time,0,
DEL7763,xpressbees,van,two day,north,cold,167.4,35.24,942.72,18,4,45,0.8,4.65,6.98,0,0,5.63,26.75,On Time,On Time,0,
DEL7764,fedex,van,same day,west,clear,190.7,21.15,1116.95,6,4,45,1,4.24,6.4,0.4,1,5.86,52.81,Operational Variance,Breach,0,
DEL7765,ecom express,ev bike,standard,north,stormy,118.3,33.65,692.45,17,3,30,0.8,4.93,5.87,0,0,5.85,20.58,On Time,On Time,0,
DEL7766,fedex,ev van,standard,west,stormy,169.2,1.48,850.44,18,4,40,0.8,5.29,7.44,0,0,5.03,574.62,On Time,On Time,0,
DEL7767,xpressbees,scooter,two day,south,hot,258,5.81,1307.43,18,5,40,0.8,8.06,10.7,0,0,5.07,225.03,On Time,On Time,0,
DEL7768,amazon logistics,ev van,express,north,foggy,217.9,28.31,1224.43,10,2,40,0.65,8.38,13.02,3.02,1,5.62,43.25,SLA Breach,Breach,0,
DEL7769,fedex,ev van,two day,east,rainy,172.8,14.18,906.54,18,5,40,0.75,5.76,9.77,0,0,5.25,63.93,On Time,On Time,0,
DEL7770,ekart,bike,two day,west,rainy,233.2,21.14,1229.42,18,4,35,0.75,8.88,12.46,0,0,5.27,58.16,On Time,On Time,0,
DEL7771,ecom express,scooter,two day,central,clear,88.7,22.72,511.66,17,5,40,1,2.22,2.22,0,0,5.77,22.52,On Time,On Time,0,
DEL7772,ekart,van,standard,east,cold,287.1,31.75,1530.75,18,3,45,0.8,7.98,10.56,0,0,5.33,48.21,On Time,On Time,0,
DEL7773,delhivery,truck,two day,central,clear,207.2,24.42,1109.26,18,3,38,1,5.45,7.71,0,0,5.35,45.42,On Time,On Time,0,
DEL7774,shadowfax,scooter,two day,east,stormy,201.8,40.03,1129.09,18,5,40,0.8,6.31,8.84,0,0,5.6,28.21,On Time,On Time,0,
DEL7775,ecom express,van,two day,central,stormy,235.8,4.16,1191.48,18,5,45,0.8,6.55,8.84,0,0,5.05,286.41,On Time,On Time,0,
DEL7776,delhivery,bike,same day,south,rainy,3.6,4.78,125.34,4,4,35,0.75,0.14,1.7,0,0,34.82,26.22,On Time,On Time,1,
DEL7777,amazon logistics,bike,standard,west,rainy,43.3,27.37,298.61,16,4,35,0.75,1.65,3.19,0,0,6.9,10.91,On Time,On Time,0,
DEL7778,amazon logistics,van,express,south,stormy,172.4,42.26,1038.78,10,3,45,0.8,4.79,7.26,0,0,6.03,24.58,On Time,On Time,0,
DEL7779,ecom express,truck,express,north,hot,182.7,41.77,1088.81,10,3,38,0.8,6.01,8.74,0,0,5.96,26.07,On Time,On Time,0,
DEL7780,dhl,van,express,north,foggy,269.2,12.92,1434.76,10,3,45,0.65,9.2,13.33,3.33,1,5.33,111.05,SLA Breach,Breach,0,
DEL7781,ekart,van,express,east,hot,160.1,38.42,965.76,10,3,45,0.8,4.45,6.78,0,0,6.03,25.14,On Time,On Time,0,
DEL7782,fedex,van,two day,north,stormy,81.2,17.5,458.5,17,4,45,0.8,2.26,2.96,0,0,5.65,26.2,On Time,On Time,0,
DEL7783,blue dart,truck,express,west,cold,147.3,28.2,871.1,9,3,38,0.8,4.85,5.19,0,0,5.91,30.89,On Time,On Time,0,
DEL7784,amazon logistics,ev bike,express,north,rainy,95.3,4.56,540.18,9,2,30,0.75,4.24,6.69,0,0,5.67,118.46,On Time,On Time,0,
DEL7785,shadowfax,truck,express,central,hot,204.4,17.7,1125.1,10,3,38,0.8,6.72,9.46,0,0,5.5,63.56,On Time,On Time,0,
DEL7786,fedex,bike,same day,south,foggy,184,46.14,1158.42,6,1,35,0.65,8.09,12.34,6.34,1,6.3,25.11,SLA Breach,Breach,0,
DEL7787,fedex,bike,express,east,stormy,57.6,31.69,433.07,9,2,35,0.8,2.06,2.97,0,0,7.52,13.67,On Time,On Time,0,
